board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id,similar_boards
Nitro Quiver Squash,https://thegoodride.com/snowboard-reviews/nitro-quiver-squash-2018-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Good,Great,Great,Average,Poor,Good,Poor,Average,['2018'],mens,3QVkA/OUlMaiaaigtFmltzLS6bA=,"{'3QVkA/OUlMaiaaigtFmltzLS6bA=': 0.0, 'Jv3AJ75zIYf34OW0JoF6ChNNnyk=': 0.2222222222222222, 'tRaUls/Fk/biKjI0MKFVqIyThro=': 0.3157894736842105, '9OJOINGUHjX+cy2exSPL8wiAL5o=': 0.3157894736842105, 'KtQDYwnZNzICRIXu5reChknckmI=': 0.3684210526315789, 'vyqJS+sM6x2avNeKZCtTt6aTMlA=': 0.4, 'ozTApV05+1uPCYNU16Rf7q59ahQ=': 0.4, 'EXNn8EDeuRe9KXqbgCjTzjLAZoM=': 0.4, 'M6G5+obNK516REVynt4ThmSRTis=': 0.4, 'DYZYX1Tf7Q7mFkvjTIOSFY/u7E8=': 0.4}"
Nitro Santoku,https://thegoodride.com/snowboard-reviews/nitro-santoku-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",None,True Twin,Traditional Camber,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Great,Good,Good,['2020'],mens,vANt+aWz7ORoxq7mF6j6wr3hlFM=,"{'vANt+aWz7ORoxq7mF6j6wr3hlFM=': 0.0, 'LHvwYwK92Xu0IS670kZSpTsnGy0=': 0.2222222222222222, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.3157894736842105, 'Cy/4or441HikhFVH+6n/7095nxE=': 0.3157894736842105, 'sgmMONa/eoanpq/v06XHmP7rUa4=': 0.3157894736842105, 'CcE2NzaoovzTQMp7AoZiLpTqi2A=': 0.4, '9MYEFWFK3LD4YXaHzbOKg3dDwyA=': 0.4, '3wy8ceDriOBB6cJ2MYJNdlqoAd0=': 0.4, 'J9CuJG+369Otp4uXiqR3gIrQVbc=': 0.4, 'uKgS1qXoszUjMHT6ojWg/yc7Zr4=': 0.4}"
Nitro Slash,https://thegoodride.com/snowboard-reviews/nitro-slash-quiver-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Average,Good,['2019'],mens,eoL4LQPiOKCaKYmF6FL5P5x4wak=,"{'eoL4LQPiOKCaKYmF6FL5P5x4wak=': 0.0, '/Z74Kx5g7VPtGM9Wr1O1V9dfzR4=': 0.11764705882352941, 'XrPMr7wBaWzwMQVC2YlqVTwcEjA=': 0.2222222222222222, 'EXNn8EDeuRe9KXqbgCjTzjLAZoM=': 0.2222222222222222, 'AFSa7MwyfgdlgldRqv7S9FUBRGc=': 0.2222222222222222, 'M6G5+obNK516REVynt4ThmSRTis=': 0.2222222222222222, 'j/eVAzBGKo/mMpJ4tPTM21Etw2c=': 0.2222222222222222, 'iWz54HyGbq1wwU4XMXBR8lQ8ic0=': 0.2222222222222222, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.3157894736842105, 'h0/GmTP33QH9TLHk6Rx6UKPOL8Q=': 0.3157894736842105}"
Nitro  Team,https://thegoodride.com/snowboard-reviews/nitro-team-2010-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12",None,Directional Twin,Traditional Camber,Setback -15mm,Feels Normal,Poor,Great,Great,Great,Good,Great,Great,Good,Great,"['2010', '2020']",mens,22BKyMPqaqO6Tq7trxjj58vMx/Y=,"{'22BKyMPqaqO6Tq7trxjj58vMx/Y=': 0.0, '3CW9TTqpy7zqLJ9BrXQClPA7PPU=': 0.2222222222222222, 'ednR/a8MwvVQu7Vixm6xWueSZtA=': 0.4, 'E4tUzRt/rudKtSRbjLEdtyzuZ+k=': 0.4, 'X5VwiII0xXn75VZTMIF349GtiI8=': 0.47619047619047616, '33sNjGKEAN/rqxr9uU1zBaNNkWA=': 0.47619047619047616, 'Td4mfJpK7uPjFx+395DLsT2rFDQ=': 0.47619047619047616, '+cQrHQMjaWg6AOGFQMMXjCgSOaM=': 0.47619047619047616, 'deENUEAOrCpTwmXLA0PIJaqcT6k=': 0.47619047619047616, '5dzRSRj03QwDprjZYB9+9pAnJVg=': 0.47619047619047616}"
Nitro Team Gullwing,https://thegoodride.com/snowboard-reviews/nitro-team-gullwing-2011-2018-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, > 12",None,Directional Twin,Hybrid Rocker,Setback -15mm,Feels Normal,Good,Good,Good,Good,Good,Good,Good,Good,Good,"['2011', '2018']",mens,HYMEj8loO2XQHHve/5r+41KgiBQ=,"{'HYMEj8loO2XQHHve/5r+41KgiBQ=': 0.0, 'BBPSzOTWtt5vfUgveEDbS4hQpjA=': 0.3157894736842105, 'KfFz20v6DCngkraluspWfjwvYg0=': 0.3157894736842105, 'L//LRhQ2TavbN1ussqyFghv/bzw=': 0.3157894736842105, 'H7+OBPo7CFDDbZfctHmLueJxmhU=': 0.3157894736842105, 'QDPjtx/xki4KEyyi9L40ezEstQA=': 0.4, '3wy8ceDriOBB6cJ2MYJNdlqoAd0=': 0.4, 'xaSRAKfVLWohlA5IE9xtzF2wX+E=': 0.4, 'E3qKd5CZmu+SgrF6oXmc7BE233w=': 0.4, 'I3sXCBPIZVbAglGAoc+h8LnuYnU=': 0.4}"
Nitro Woodcarver,https://thegoodride.com/snowboard-reviews/nitro-woodcarver-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback -20mm,Feels Normal,Good,Excellent,Excellent,Great,Good,Average,Good,Poor,Good,['2018'],mens,1n/kKM+uYhRwvpg+6IZ9zDv6vGM=,"{'1n/kKM+uYhRwvpg+6IZ9zDv6vGM=': 0.0, 'bPzc+fIc1gzC68JLcK9LkqSJX2Y=': 0.3157894736842105, 'TReHh8CPHL+w9gJEnqe1WCmmUE0=': 0.3157894736842105, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.4, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.4, 'M6G5+obNK516REVynt4ThmSRTis=': 0.4, '66UfWZNPe1Y/Nzk2EWmI2yBLUqc=': 0.4, 'zWF+ofqB0eHeY3RVTIWEBKJTLto=': 0.4, 'QhcuswUxH33rf5I1ClysWFhzZuo=': 0.47619047619047616, 'Tz0hpii0y7jIbqMsM+55QlXkFjg=': 0.47619047619047616}"
OZ ATS,https://thegoodride.com/snowboard-reviews/oz-ats-snowboard-review,Pretty Good,All Mountain Freestyle,Beginner - Expert,8-10,USA-Colorado,Asymmetrical Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Good,Great,Excellent,Good,Good,Good,[],mens,duWymjWFH+U9cL8/tbcBeEGvHUs=,"{'duWymjWFH+U9cL8/tbcBeEGvHUs=': 0.0, 'O1bnxVvdhZCYgPtQQbIFFBnS22E=': 0.3157894736842105, 'sV0DgErsicZ3AWIPQz9JAHQ0Z4Y=': 0.3157894736842105, 'QDg+4D6NLKH7YVEqwyCMg6e3+NU=': 0.4, 'LVjOY/cS93dg+0X5yGvu4411FMM=': 0.47619047619047616, 'UG9POLHOQBLhZQBEFCDw3a8uhtk=': 0.47619047619047616, 'fFczyzkgviWe5YRFFWSGnQN4h9w=': 0.47619047619047616, '8k24oQxQBdykvT44H9ecvWBnULc=': 0.47619047619047616, 'DQ5Hyml7QgS1m6xu5rMrcA271kU=': 0.47619047619047616, 'SH3E1oQM/TEH3Igi7iKCWf1Yf0w=': 0.47619047619047616}"
OZ Custom Woody,https://thegoodride.com/snowboard-reviews/oz-custom-woody-2016-2018-snowboard-review,Loved it!,All Mountain,Intermediate - Expert,"8-10, 10-12",USA by OZ,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Great,Great,Excellent,Average,Great,"['2016', '2018']",mens,TghKQn1lghm4zzyndp1iVi4orzY=,"{'TghKQn1lghm4zzyndp1iVi4orzY=': 0.0, 'IMWX7uJpHco1n3crL0FknFkPsMU=': 0.11764705882352941, 'MjFlpi2LsAH/DOEg9hcO48jj9MA=': 0.11764705882352941, 'JYn7vUzApkHB6QRgLYfn46CYFvc=': 0.11764705882352941, 'zukeWNlT8pcKRCQPLE11iF42PPk=': 0.3157894736842105, 'E4tUzRt/rudKtSRbjLEdtyzuZ+k=': 0.3157894736842105, 'CfK/Qd0HgeFTWTv7myngp6PknbE=': 0.3157894736842105, 'SRC+4Wjo+l1DZ4hWHeOp0nVer5k=': 0.4, 'fAV60+ExoMQ5RuBJvsOBc0km0mg=': 0.4, 'zUh8BINyZrwtJpcLzny5T20/cRg=': 0.4}"
OZ Fantasy Blaster,https://thegoodride.com/snowboard-reviews/oz-fantasy-blaster-snowboard-review,None,Freeride,Intermediate - Expert,"8-10, 10-12",USA-Colorado,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Average,Average,Great,Great,Average,Good,Good,Good,[],mens,6rZHSPiDIGQwy6EoL9US34GMZRI=,"{'6rZHSPiDIGQwy6EoL9US34GMZRI=': 0.0, 'j1n+9ptceG4aiYukdeJ6s5ZVubQ=': 0.4, '6U3D0vju3MOl8flpY0rS003oYLo=': 0.4, 'o7HXMjZgpFbvAlO0FtiLk8OtrRY=': 0.4, 'Lt7umCqb0nm8gS22Sh/VZvvl8iw=': 0.47619047619047616, 'p/oB35cjQojH5BXkFW4XUBPaAw0=': 0.47619047619047616, 'jQOFkq0kJNwr54yoyWAh40HEDO0=': 0.47619047619047616, 'YjIt28ENY2jhLrBKR0wyNrEVwLo=': 0.47619047619047616, 'YwV3PMhQRx3mctHcIW1D6gEHol4=': 0.5454545454545454, 'Zi8UR3uC0CShtAq1bv5LOOSzc1k=': 0.5454545454545454}"
OZ Woody,https://thegoodride.com/snowboard-reviews/oz-woody-2015-2017-snowboard-review,Loved it!,All Mountain,Advanced - Expert,"8-10, 10-12",USA-Colorado,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Great,Great,Excellent,Average,Great,"['2015', '2017']",mens,JYn7vUzApkHB6QRgLYfn46CYFvc=,"{'JYn7vUzApkHB6QRgLYfn46CYFvc=': 0.0, 'TghKQn1lghm4zzyndp1iVi4orzY=': 0.11764705882352941, 'IMWX7uJpHco1n3crL0FknFkPsMU=': 0.2222222222222222, 'MjFlpi2LsAH/DOEg9hcO48jj9MA=': 0.2222222222222222, 'E4tUzRt/rudKtSRbjLEdtyzuZ+k=': 0.2222222222222222, 'fAV60+ExoMQ5RuBJvsOBc0km0mg=': 0.3157894736842105, 'zukeWNlT8pcKRCQPLE11iF42PPk=': 0.4, 'ednR/a8MwvVQu7Vixm6xWueSZtA=': 0.4, 'hkyr6Px/mhAMELBQNS/Vn/D6q7c=': 0.4, 'CfK/Qd0HgeFTWTv7myngp6PknbE=': 0.4}"
Prior Legacy,https://thegoodride.com/snowboard-reviews/prior-legacy-2019-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",Canada by Prior,Tapered Directional,Directional Camber,Centered,Feels Normal,Great,Great,Great,Great,Average,Poor,Good,Poor,Poor,"['2019', '2020']",mens,mz0WjKXDoTwe2cAETFH6ngvI7KQ=,"{'mz0WjKXDoTwe2cAETFH6ngvI7KQ=': 0.0, '9MoLgl9D2R3OyuVcNLTWsNnCOPA=': 0.3157894736842105, '3bzYwGKf8/nR2c42nk2hOSnFmFU=': 0.3157894736842105, 'Dp0Uce6LGuBgeGLEMZdgXhJyoDU=': 0.3157894736842105, 'iOpe05dpp9n349dC50gz35GlRQk=': 0.3157894736842105, 'bfTDc0OjVMWAt3xMu6R+suoPIn0=': 0.4, 'TAyW3zstxuxEQwSwqUH7ne4JLGI=': 0.4, '1cw8d4J2ha3lsnicRCpuvk8SnBI=': 0.4, '22Bg4mVNfFAH7TqPNuy85HvYhKk=': 0.4, 'uUX7xN3iVQv0yBAXvNzvzAiiaNw=': 0.4}"
Prior Slasher,https://thegoodride.com/snowboard-reviews/prior-slasher-2019-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,Canada by Prior,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Good,Poor,Good,"['2019', '2020']",mens,Dp0Uce6LGuBgeGLEMZdgXhJyoDU=,"{'9MoLgl9D2R3OyuVcNLTWsNnCOPA=': 0.0, 'Dp0Uce6LGuBgeGLEMZdgXhJyoDU=': 0.0, 'uUX7xN3iVQv0yBAXvNzvzAiiaNw=': 0.11764705882352941, 'mT5hY/g23iFTfYPn/sinJmXgGyY=': 0.11764705882352941, 'xL11aupvmEPi3nEOlyyjoNyBmCo=': 0.2222222222222222, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.3157894736842105, '1cw8d4J2ha3lsnicRCpuvk8SnBI=': 0.3157894736842105, 'UQzAK+do7r9Djw0m86HHacw3uac=': 0.3157894736842105, 'h0/GmTP33QH9TLHk6Rx6UKPOL8Q=': 0.3157894736842105, '3/WHx27LImrvqrTFc3abn+55PB8=': 0.3157894736842105}"
Prior Spearhead,https://thegoodride.com/snowboard-reviews/prior-spearhead-2020-2021-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",Canada by Prior,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Great,Average,Good,Poor,Average,"['2020', '2021']",mens,WbUWy+u9yC+eICtB8kNWfDwipx0=,"{'WbUWy+u9yC+eICtB8kNWfDwipx0=': 0.0, 'bfTDc0OjVMWAt3xMu6R+suoPIn0=': 0.2222222222222222, 'Zi8UR3uC0CShtAq1bv5LOOSzc1k=': 0.2222222222222222, '21h3OL+bggURsCln/CvOpMPk2ac=': 0.2222222222222222, '1cw8d4J2ha3lsnicRCpuvk8SnBI=': 0.2222222222222222, 'KtQDYwnZNzICRIXu5reChknckmI=': 0.2777777777777778, 'XrPMr7wBaWzwMQVC2YlqVTwcEjA=': 0.3157894736842105, 'TAyW3zstxuxEQwSwqUH7ne4JLGI=': 0.3157894736842105, 'PFFybJIjYNLcvoyxDvlynU948Gw=': 0.3157894736842105, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.3157894736842105}"
Prior Wildcard,https://thegoodride.com/snowboard-reviews/prior-wildcard-2019-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,"< 8, 8-10, 10-12",Canada by Prior,True Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Good,Great,Great,Great,Good,Great,"['2019', '2020']",mens,aP7bW02uGKVhiawAw7u7zgLrNIc=,"{'aP7bW02uGKVhiawAw7u7zgLrNIc=': 0.0, 'QwRWJj0k9OYBi4Z5FShnkgbQw4Q=': 0.2222222222222222, 'g5Mm3ZDQ2YukubAocxDSmy+K4xQ=': 0.2222222222222222, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.3157894736842105, 'Cy/4or441HikhFVH+6n/7095nxE=': 0.3157894736842105, 'J9CuJG+369Otp4uXiqR3gIrQVbc=': 0.3157894736842105, 'ABln8DhZ3EE+Guu8ogb64OZKaCE=': 0.3157894736842105, '/HAU8qfWgDTUxpsDw0tHbL4eoW4=': 0.3157894736842105, 'ADb98seltCjEiuQXFcW8ZxRWz/E=': 0.3157894736842105, 'UG9POLHOQBLhZQBEFCDw3a8uhtk=': 0.4}"
Ride Algorhythm,https://thegoodride.com/snowboard-reviews/ride-algorhythm-2020-snowboard-review,None,All Mountain,Intermediate - Expert,"8-10, 10-12",China,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Great,Good,Good,Great,['2020'],mens,ehMM5rj2yTEZ+1XHZCprE7/RYVc=,"{'ehMM5rj2yTEZ+1XHZCprE7/RYVc=': 0.0, 'zC2+tj0Wr2wq2ALKEAMQ4xCv8UM=': 0.2222222222222222, '0gcpV5tMUxTkBmflkt1fMe7XHto=': 0.3157894736842105, 'SKbpzdQata6qen2uMtsF/h0Jza4=': 0.3157894736842105, 'zukeWNlT8pcKRCQPLE11iF42PPk=': 0.4, 'I3sXCBPIZVbAglGAoc+h8LnuYnU=': 0.4, 'sgmMONa/eoanpq/v06XHmP7rUa4=': 0.4, 'CfK/Qd0HgeFTWTv7myngp6PknbE=': 0.4, 'YUH4AtV8qbYAF7otBh5lzjQ1i/I=': 0.4, '7nECpTy2z7sAURt3Qm6rhe/N3cE=': 0.47619047619047616}"
Ride  Berzerker,https://thegoodride.com/snowboard-reviews/ride-berzerker-2012-2020-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,"8-10, 10-12, > 12",China,Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Good,Great,Great,Great,Average,Good,Poor,Great,"['2012', '2020']",mens,PyegC9pBrYycme0MZR/ah0p2MQk=,"{'PyegC9pBrYycme0MZR/ah0p2MQk=': 0.0, '48wLviZJAoTfr/rX/oBhWpxZVsU=': 0.4, 'ozTApV05+1uPCYNU16Rf7q59ahQ=': 0.47619047619047616, '8RT96J1jYuOa1knNNVltNsisdEU=': 0.47619047619047616, 'xoiMEobe0TaOOcnR304PDE5perI=': 0.47619047619047616, 'KtQDYwnZNzICRIXu5reChknckmI=': 0.5238095238095238, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.5454545454545454, 'QhcuswUxH33rf5I1ClysWFhzZuo=': 0.5454545454545454, 'd2drO//yZKf+09S4m7RJIKV0Shg=': 0.5454545454545454, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.5454545454545454}"
Ride Burnout,https://thegoodride.com/snowboard-reviews/ride-burnout-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Great,Average,Great,['2020'],mens,5fJ8dsqEZsXLLIEMfyjSngx1xNk=,"{'5fJ8dsqEZsXLLIEMfyjSngx1xNk=': 0.0, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.11764705882352941, 'atoyJLdhGqK0UBZiXEZUye7FDKw=': 0.2222222222222222, 'bX3PUMPLwtFD3YaL8Wrqqo7trS8=': 0.2222222222222222, 'sn7GRfATzHJXws7Iw5/Z2ScVbFU=': 0.2222222222222222, 'pcQjfBFdQmn6Aqep1PKrAJ8tpZY=': 0.3157894736842105, 'Cy/4or441HikhFVH+6n/7095nxE=': 0.3157894736842105, 'JgycHeT6noo+jRdqa+nSZJ7Zp+Y=': 0.3157894736842105, 'JJWw+G295Jx+2jl6io2TKC1l0kQ=': 0.3157894736842105, 'ABln8DhZ3EE+Guu8ogb64OZKaCE=': 0.3157894736842105}"
Ride Crook,https://thegoodride.com/snowboard-reviews/ride-crook-review-and-buying-advice,Liked it!,Freestyle,Beginner - Expert,"8-10, 10-12",China,True Twin,Flat to Rocker,Centered,Feels Light,Average,Average,Average,Average,Average,Great,Good,Great,Average,[],mens,M+4V+qiTazoV2dT73dcjUdM9RIU=,"{'M+4V+qiTazoV2dT73dcjUdM9RIU=': 0.0, 'AODzaWIxNnNzm08nkBX8WkY1aSQ=': 0.2222222222222222, 'hENLDlugfX680aMndCTcOI9FMLo=': 0.3157894736842105, 'j6DkbuYnWDwEwDwQ2BeMHg2J4jw=': 0.3157894736842105, 'd7Ns9BfzvsKaRA27wvay47wzQHU=': 0.4, 'eMXV8eUwRif+G7uROIc1hj0FonE=': 0.4, 'tR2hGUScuddcUqCseJPrT4monbo=': 0.4, 'WdfFXZW/dvMLdhtMZs3ihVDCRHI=': 0.47619047619047616, 'n6MJn177Q2bksNDgCkrBJcOmmoA=': 0.47619047619047616, 'd9GzgOAzChkCBuOuZFHxHrHN77U=': 0.47619047619047616}"
Ride Helix,https://thegoodride.com/snowboard-reviews/ride-helix-2015-2019-snowboard-review,Pretty Good,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,Asymmetrical Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Good,Good,Excellent,Great,Average,Great,"['2015', '2019']",mens,N58uWtCOG0BXvCfmzk+okl4wzUA=,"{'N58uWtCOG0BXvCfmzk+okl4wzUA=': 0.0, 'CcE2NzaoovzTQMp7AoZiLpTqi2A=': 0.4, 'M66mNaXWfUteWrRK+R7/ller6nU=': 0.4, 'j6nQ4drYkt15h81E7uaONuZphu0=': 0.4, '5fJ8dsqEZsXLLIEMfyjSngx1xNk=': 0.4, 'UpbYVgro2SX/0dV/iKzlcNNKjFQ=': 0.47619047619047616, '604kIVPVF2dHpG5RnikIG+PixrA=': 0.47619047619047616, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.47619047619047616, 'HD3h12loFFrKc+aPOSyeW7PJKyo=': 0.47619047619047616, 'T9ncv3gSEGfjgt3BIVRIgB6SzN4=': 0.47619047619047616}"
Ride Kink,https://thegoodride.com/snowboard-reviews/ride-kink-2018-2019-snowboard-review,Loved it!,Jib / Street,Beginner - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Poor,Average,Average,Average,Good,Great,Good,Excellent,Average,"['2018', '2019']",mens,LtRV2JvQV05gddMX6P5ROyov3N8=,"{'LtRV2JvQV05gddMX6P5ROyov3N8=': 0.0, 'd7Ns9BfzvsKaRA27wvay47wzQHU=': 0.2222222222222222, 'LzZkNqVEKkml85obPf0aGRzR7E0=': 0.3157894736842105, 'eMXV8eUwRif+G7uROIc1hj0FonE=': 0.3157894736842105, 'fpqy6y2wKLvApRXmfHLXNX5NjYY=': 0.3157894736842105, 'n9qA0VUGS7UpcZo1iqJ25sTi0IE=': 0.3157894736842105, 'sP/Kb5AaTdRjbP9RgCf791Efia4=': 0.4, 'KCgTMJ4R97psnnvC0655zEREQg8=': 0.4, 'fe1D67zhEzzx8QO1dJQTXFOCFKQ=': 0.4, 'WdfFXZW/dvMLdhtMZs3ihVDCRHI=': 0.47619047619047616}"
Ride Machete,https://thegoodride.com/snowboard-reviews/ride-machete-2010-2019-snowboard-review,Pretty Good,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Great,Excellent,Great,Good,Average,Good,"['2010', '2019']",mens,AWuJFfgHBOkpQG+qmc+VBpGudFc=,"{'AWuJFfgHBOkpQG+qmc+VBpGudFc=': 0.0, 'pcQjfBFdQmn6Aqep1PKrAJ8tpZY=': 0.3157894736842105, 'vfj/SZMcuHCNbMbfe5CZWJg1k7Y=': 0.3157894736842105, 'QqkUxsaxwIlvqdyGKozMXQ5TfxI=': 0.4, 'JgycHeT6noo+jRdqa+nSZJ7Zp+Y=': 0.4, 'atoyJLdhGqK0UBZiXEZUye7FDKw=': 0.4, '5fJ8dsqEZsXLLIEMfyjSngx1xNk=': 0.4, 'bX3PUMPLwtFD3YaL8Wrqqo7trS8=': 0.4, 'WbfLVWw13yXNux3FblbctWvEPpU=': 0.4, 'hG3BwDG2MpatXm3cHnUUF1Okdjg=': 0.4}"
Ride Machete GT,https://thegoodride.com/snowboard-reviews/ride-machete-gt-2013-2019-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Average,Great,Average,Good,"['2013', '2019']",mens,bX3PUMPLwtFD3YaL8Wrqqo7trS8=,"{'bX3PUMPLwtFD3YaL8Wrqqo7trS8=': 0.0, '5fJ8dsqEZsXLLIEMfyjSngx1xNk=': 0.2222222222222222, 'j6nQ4drYkt15h81E7uaONuZphu0=': 0.3157894736842105, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.3157894736842105, 'vfj/SZMcuHCNbMbfe5CZWJg1k7Y=': 0.3157894736842105, 'atoyJLdhGqK0UBZiXEZUye7FDKw=': 0.4, 'vANt+aWz7ORoxq7mF6j6wr3hlFM=': 0.4, 'AWuJFfgHBOkpQG+qmc+VBpGudFc=': 0.4, 'sn7GRfATzHJXws7Iw5/Z2ScVbFU=': 0.4, 'T6wB4a5atClIjDnnU2HWaclt5iU=': 0.4}"
Ride Mtnpig,https://thegoodride.com/snowboard-reviews/ride-mtnpig-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Good,Great,Great,Great,Good,Good,Poor,Good,['2019'],mens,48wLviZJAoTfr/rX/oBhWpxZVsU=,"{'48wLviZJAoTfr/rX/oBhWpxZVsU=': 0.0, 'ozTApV05+1uPCYNU16Rf7q59ahQ=': 0.3157894736842105, 'Zi8UR3uC0CShtAq1bv5LOOSzc1k=': 0.3157894736842105, 'kWMDiEboY9q0mlbPHI82aI11Tyc=': 0.3157894736842105, 'TGVPB1+XRfwBjLeXc6eSlENngvQ=': 0.3157894736842105, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.4, 'zyAA5JnKL/6dGGAjTuhfpM9gLtc=': 0.4, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.4, 'P1I7FfjTkpvSRt/TnAKgfWEupGc=': 0.4, 'M+qx4fWPTwZn2wcfQAIRGO1kgsA=': 0.4}"
Ride Superpig,https://thegoodride.com/snowboard-reviews/ride-superpig-2020-snowboard-review,Not for us,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",China,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Good,Good,Great,Good,Good,Good,Great,Average,Average,['2020'],mens,FP2uIUfDV+oFvbqizzmpA3tiD10=,"{'FP2uIUfDV+oFvbqizzmpA3tiD10=': 0.0, '9j4eqdl/NjQ9FwQ+FSrbso5WXDk=': 0.4, 'HNBrSGHI8ZXvwWJrtfqizuA4ko0=': 0.5454545454545454, '0gcpV5tMUxTkBmflkt1fMe7XHto=': 0.5454545454545454, 'ger9wnbrEDRRDY8OUFyNHD2C9PM=': 0.5454545454545454, 'GjwGvtwtV7WDbtT0vzuew9PyNEs=': 0.5454545454545454, 'SsoQG/u9uFqaVuJU1Ez5IPjf090=': 0.5454545454545454, 'Cy/4or441HikhFVH+6n/7095nxE=': 0.5454545454545454, 'IJj11kRxvbOUoykPJqS2IBzrcqM=': 0.5454545454545454, 'I3sXCBPIZVbAglGAoc+h8LnuYnU=': 0.5454545454545454}"
