board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id,similar_boards
Capita Spring Break Slush Slasher,https://thegoodride.com/snowboard-reviews/capita-spring-break-slush-slasher-2017-2020-snowboard-review,Liked it!,Powder,Intermediate - Expert,8-10,Austria by The Mothership,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Excellent,Average,Average,Good,Great,Poor,Average,Average,Average,"['2017', '2020']",mens,BMxvz62+spBDKOwyGx+xQDGNty8=,"{'BMxvz62+spBDKOwyGx+xQDGNty8=': 0.0, '9QWAN2IJuULXB1TJNQW3RDjVHB8=': 0.2222222222222222, '0GRpPy8z/Yo1BEO5BSvPAjdQyfU=': 0.3157894736842105, 'ly4SMvUll38oGbFwT+XlowGhIos=': 0.3157894736842105, 'YksInANi4kZ2bslu5jvmQTyi/Ps=': 0.3157894736842105, 'WiOTlon7CwEkLiNea/l2puYsxYI=': 0.4, 'Lt7umCqb0nm8gS22Sh/VZvvl8iw=': 0.4, 'p/oB35cjQojH5BXkFW4XUBPaAw0=': 0.4, 'nL03eaSIsUWUKMnLC6zKwdCQ4yY=': 0.4, 'g3s4TfE/USGgRtY7md2CaxqWy1M=': 0.4}"
Capita Spring Break Twin,https://thegoodride.com/snowboard-reviews/capita-spring-break-twin-2017-2018-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,8-10,Austria by The Mothership,Asymmetrical Twin,Hybrid Camber,Centered,Feels Light,Average,Good,Good,Good,Good,Excellent,Great,Average,Good,"['2017', '2018']",mens,j6nQ4drYkt15h81E7uaONuZphu0=,"{'j6nQ4drYkt15h81E7uaONuZphu0=': 0.0, 'bX3PUMPLwtFD3YaL8Wrqqo7trS8=': 0.3157894736842105, '6DvS6W2w+l0OtAiy8entD/+ERro=': 0.4, '5fJ8dsqEZsXLLIEMfyjSngx1xNk=': 0.4, 'N58uWtCOG0BXvCfmzk+okl4wzUA=': 0.4, '604kIVPVF2dHpG5RnikIG+PixrA=': 0.47619047619047616, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.47619047619047616, 'ONFJIPfMhcLDVBM1VY0X0+ZEgzk=': 0.47619047619047616, 'd1teF1fvFBKjtLbWiaA6XCx4N58=': 0.47619047619047616, 'sV0DgErsicZ3AWIPQz9JAHQ0Z4Y=': 0.47619047619047616}"
Capita Super DOA,https://thegoodride.com/snowboard-reviews/capita-super-doa-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,8-10,Austria at The Mothership,True Twin,Hybrid Camber,Centered,Feels Light,Poor,Average,Average,Good,Good,Great,Excellent,Average,Good,['2020'],mens,sqphjI2avWlwoQUbeuZd0s8TX64=,"{'sqphjI2avWlwoQUbeuZd0s8TX64=': 0.0, 'Wc5Ag0UaRKZMFKwkhqkZx8yzORY=': 0.2222222222222222, 'BrCZuACc4eyZHjJaRGOUZ1TjYv4=': 0.4, 'wwXpIuiN1tgnuE+mwlEUD0NlYaA=': 0.47619047619047616, 'cu8psiUP/+hZ2Gl0RbcfFllAKJI=': 0.47619047619047616, 'fhc1MhXS4iKtmJeuvMwhRIeowy8=': 0.47619047619047616, 'IatARIGEX0lhe9vNN6SrawCxyjU=': 0.47619047619047616, '33sNjGKEAN/rqxr9uU1zBaNNkWA=': 0.5454545454545454, 'LHvwYwK92Xu0IS670kZSpTsnGy0=': 0.5454545454545454, 'C/Epov/2U7hWKhhrdla5nq9sga8=': 0.5454545454545454}"
Capita Supernova,https://thegoodride.com/snowboard-reviews/capita-supernova-2020-snowboard-review,None,All Mountain,Advanced - Expert,"< 8, 8-10",Austria by The Mothership,Directional,Directional Camber,Setback -12.5mm,Feels Normal,Good,Great,Great,Great,Great,Good,Great,Average,Good,['2020'],mens,FllkkUXB76e8HVlsImIFgY7flGo=,"{'FllkkUXB76e8HVlsImIFgY7flGo=': 0.0, '8t7Fm24XUvvooubvCJuZWENHTX0=': 0.2222222222222222, 'KUK5R9Z88d6MPOQMZSTXZXvapug=': 0.3157894736842105, 'JPb5BUTHBH0TorRFzHgFQOLbfHQ=': 0.4, 'fAV60+ExoMQ5RuBJvsOBc0km0mg=': 0.4, 'TGVPB1+XRfwBjLeXc6eSlENngvQ=': 0.4, 'EERGqmCDRQKGf7CALpEA+gHtmUE=': 0.4, 'zyAA5JnKL/6dGGAjTuhfpM9gLtc=': 0.47619047619047616, 'loVDio1ZwN6xBVNwA7G3cGVI0wk=': 0.47619047619047616, 'P1I7FfjTkpvSRt/TnAKgfWEupGc=': 0.47619047619047616}"
Capita Thunderstick,https://thegoodride.com/snowboard-reviews/capita-thunderstick-2018-snowboard-review,Liked it!,Freestyle,Advanced - Expert,8-10,Austria at the Mothership,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Average,Good,Average,Good,Great,Good,Great,Good,['2018'],mens,Nq7CssPsjNqSOtqwLxlY5768gW0=,"{'Nq7CssPsjNqSOtqwLxlY5768gW0=': 0.0, 'MT4CrPUXv/7jqrVbHOEkUz/Z730=': 0.11764705882352941, 'KCgTMJ4R97psnnvC0655zEREQg8=': 0.2222222222222222, 'WdfFXZW/dvMLdhtMZs3ihVDCRHI=': 0.4, 'hENLDlugfX680aMndCTcOI9FMLo=': 0.4, 'C/Epov/2U7hWKhhrdla5nq9sga8=': 0.47619047619047616, 'd7Ns9BfzvsKaRA27wvay47wzQHU=': 0.47619047619047616, 'pB0UHGPK+dRTPNoAOMzGgFj7UIY=': 0.47619047619047616, 'n6MJn177Q2bksNDgCkrBJcOmmoA=': 0.47619047619047616, 'T9ncv3gSEGfjgt3BIVRIgB6SzN4=': 0.47619047619047616}"
Capita Ultrafear,https://thegoodride.com/snowboard-reviews/capita-ultrafear-2012-2019-snowboard-review,Liked it!,Jib / Street,Intermediate - Expert,"8-10, 10-12",Austria at The Mothership,True Twin,Flat to Rocker,Centered,Feels Normal,Poor,Average,Average,Average,Good,Great,Average,Excellent,Average,"['2012', '2019']",mens,LzZkNqVEKkml85obPf0aGRzR7E0=,"{'LzZkNqVEKkml85obPf0aGRzR7E0=': 0.0, 'sP/Kb5AaTdRjbP9RgCf791Efia4=': 0.11764705882352941, 'd7Ns9BfzvsKaRA27wvay47wzQHU=': 0.3157894736842105, 'LtRV2JvQV05gddMX6P5ROyov3N8=': 0.3157894736842105, 'fe1D67zhEzzx8QO1dJQTXFOCFKQ=': 0.3157894736842105, 'eMXV8eUwRif+G7uROIc1hj0FonE=': 0.4, 'n9qA0VUGS7UpcZo1iqJ25sTi0IE=': 0.4, 'fpqy6y2wKLvApRXmfHLXNX5NjYY=': 0.47619047619047616, 'lYvistd8JAposO5TB+ZEKthaPkQ=': 0.47619047619047616, '1DEjdHc+cRm6zehx1Qtx0RusDNo=': 0.47619047619047616}"
Capita Warpspeed,https://thegoodride.com/snowboard-reviews/capita-warpspeed-2018-2020-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"10-12, > 12",Austria by The Mothership,Directional,Directional Camber,Setback -12.5mm,Feels Normal,Good,Good,Good,Great,Great,Good,Great,Average,Good,"['2018', '2020']",mens,8t7Fm24XUvvooubvCJuZWENHTX0=,"{'8t7Fm24XUvvooubvCJuZWENHTX0=': 0.0, 'FllkkUXB76e8HVlsImIFgY7flGo=': 0.2222222222222222, 'M+qx4fWPTwZn2wcfQAIRGO1kgsA=': 0.4, 'VuPUoEvPEXJGzOaUtbvm/inbPOw=': 0.4, 'jpzWjT5q+RcT3B0k5+ixjWqrBSg=': 0.47619047619047616, '/v1bhOoHaEHIG/jCRDccW8Rw8iM=': 0.47619047619047616, 'KUK5R9Z88d6MPOQMZSTXZXvapug=': 0.47619047619047616, 'dmyWRxJTYaTXeZXrA43GHH3COEE=': 0.47619047619047616, 'uVhid69JHPPmwC+y8Tkapg8lh5o=': 0.47619047619047616, 'CIHPCf9KDd9v0XpVsXsv+mlf1CE=': 0.47619047619047616}"
D-Day Chris Roach,https://thegoodride.com/snowboard-reviews/d-day-chris-roach-snowboard-review-and-buying-advice,Liked it!,Freeride,Advanced - Expert,8-10,China,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Great,Average,Good,Average,Good,[],mens,mPuSEoCmVTWHp2tWb2uIB/epda0=,"{'mPuSEoCmVTWHp2tWb2uIB/epda0=': 0.0, 'X1r7d+qyoLml5icR2XnWxAVue7g=': 0.2222222222222222, '2uIWLrQggvXkjlowkMOhbWgbTNg=': 0.2222222222222222, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.3157894736842105, 'G3E4iouCRYyIX5RbnmRXmr0PCeo=': 0.3157894736842105, 'W0mhC7cVQuzNMKGjxznHH0OKr4A=': 0.3157894736842105, 'TReHh8CPHL+w9gJEnqe1WCmmUE0=': 0.3157894736842105, '1g8gM29+/CCHCCS4g2xWxcRiS3o=': 0.3157894736842105, 'QhcuswUxH33rf5I1ClysWFhzZuo=': 0.4, 'XrPMr7wBaWzwMQVC2YlqVTwcEjA=': 0.4}"
D-Day D-Dayve,https://thegoodride.com/snowboard-reviews/d-day-d-dayve-snowboard-review-and-buying-advice,Liked it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",China,Directional Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Great,Good,Average,Great,Great,Average,Great,[],mens,Td4mfJpK7uPjFx+395DLsT2rFDQ=,"{'Td4mfJpK7uPjFx+395DLsT2rFDQ=': 0.0, '33sNjGKEAN/rqxr9uU1zBaNNkWA=': 0.2222222222222222, '5dzRSRj03QwDprjZYB9+9pAnJVg=': 0.2222222222222222, 'ednR/a8MwvVQu7Vixm6xWueSZtA=': 0.3157894736842105, '3CW9TTqpy7zqLJ9BrXQClPA7PPU=': 0.4, 'SRC+4Wjo+l1DZ4hWHeOp0nVer5k=': 0.4, 'Wp0XcBAntqDR6YAloQZGUmyPYxE=': 0.4, '+cQrHQMjaWg6AOGFQMMXjCgSOaM=': 0.4, 'uZgNTvvTJXKySwqKULJsFjpLEKk=': 0.4, '8OIQOEo7A2jhdf3nIOf1iNtXRoY=': 0.4}"
D-Day Death Card,https://thegoodride.com/snowboard-reviews/d-day-death-card-snowboard-review-and-buying-advice,Liked it!,Alternative Freeride,Advanced - Expert,8-10,China,Tapered Directional,Directional Camber,Setback over 20mm,None,Great,Great,Great,Great,Good,Poor,Average,Poor,Average,[],mens,ZACVjCBNwkhtryb5RieUiGVrmYs=,"{'ZACVjCBNwkhtryb5RieUiGVrmYs=': 0.0, 'TAyW3zstxuxEQwSwqUH7ne4JLGI=': 0.2222222222222222, '3bzYwGKf8/nR2c42nk2hOSnFmFU=': 0.2222222222222222, 'xL11aupvmEPi3nEOlyyjoNyBmCo=': 0.2222222222222222, 'vyqJS+sM6x2avNeKZCtTt6aTMlA=': 0.3157894736842105, '21h3OL+bggURsCln/CvOpMPk2ac=': 0.3157894736842105, '1cw8d4J2ha3lsnicRCpuvk8SnBI=': 0.3157894736842105, 'UQzAK+do7r9Djw0m86HHacw3uac=': 0.3157894736842105, 'GA/r9MzGFS1QwsXvWrg1bb/rBr8=': 0.3157894736842105, 'MdrAFf4Y4nXsrIlONe7PUuCWrDI=': 0.3157894736842105}"
DC HR,https://thegoodride.com/snowboard-reviews/dc-hr-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Austria by The Mothership,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Good,Good,Good,Good,Poor,Good,Average,Average,['2019'],mens,lB7h2rSfdgJU0s/LrWgdqMMhgpo=,"{'lB7h2rSfdgJU0s/LrWgdqMMhgpo=': 0.0, 'roC/ytK2XY8gtRhIwQnUp+y2YKo=': 0.11764705882352941, 'tfGmbKYKnB5QB6dvSPrkZPHTobY=': 0.3157894736842105, 'AVnaV5cM2AbohwJueiFXkclMgfQ=': 0.4, 'DYZYX1Tf7Q7mFkvjTIOSFY/u7E8=': 0.4, 'pXa61r25UbhVOcagNeswbUS2FIs=': 0.4, 'nuJbS4lIQLFvMA1deKznxU4PEcU=': 0.4, '4IMRB49/t0dEG1HnW721qRUQ2pM=': 0.4, '4UUZ3pWg0NBn+m9mRQKQb0Lt96s=': 0.4, 'vH+R6wAv0lMPpFMr5Z5xDjemTKI=': 0.4}"
DC Mega,https://thegoodride.com/snowboard-reviews/dc-mega-2013-2019-snowboard-review,Liked it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",Austria by The Mothership,True Twin,Mostly Camber,Centered,Feels Light,Poor,Good,Good,Good,Average,Great,Great,Average,Good,"['2013', '2019']",mens,wwXpIuiN1tgnuE+mwlEUD0NlYaA=,"{'wwXpIuiN1tgnuE+mwlEUD0NlYaA=': 0.0, 'C/Epov/2U7hWKhhrdla5nq9sga8=': 0.2222222222222222, 'T9ncv3gSEGfjgt3BIVRIgB6SzN4=': 0.3157894736842105, 'Wp0XcBAntqDR6YAloQZGUmyPYxE=': 0.4, 'LHvwYwK92Xu0IS670kZSpTsnGy0=': 0.4, 'M66mNaXWfUteWrRK+R7/ller6nU=': 0.4, 'pB0UHGPK+dRTPNoAOMzGgFj7UIY=': 0.4, 'hIrs+Maiz9H5wkluzPrlsIxNOTY=': 0.4, 'UpbYVgro2SX/0dV/iKzlcNNKjFQ=': 0.47619047619047616, 'Wc5Ag0UaRKZMFKwkhqkZx8yzORY=': 0.47619047619047616}"
DC Supernatant,https://thegoodride.com/snowboard-reviews/dc-supernatant-2017-2019-snowboard-review,Pretty Good,Freeride,Advanced - Expert,"8-10, 10-12",Austria by The Mothership,Tapered Directional,Directional Camber,Setback -10mm,Feels Normal,Good,Great,Good,Great,Average,Average,Good,Poor,Good,"['2017', '2019']",mens,Tz0hpii0y7jIbqMsM+55QlXkFjg=,"{'Tz0hpii0y7jIbqMsM+55QlXkFjg=': 0.0, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.3157894736842105, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.3157894736842105, '9UnnGPLv24lVgPK8BtDpTHvntsc=': 0.3157894736842105, 'KtQDYwnZNzICRIXu5reChknckmI=': 0.3684210526315789, 'QhcuswUxH33rf5I1ClysWFhzZuo=': 0.4, 'zyAA5JnKL/6dGGAjTuhfpM9gLtc=': 0.4, '+ZvYEcW26n4mo7RibrTDSiCEN00=': 0.4, 'P1I7FfjTkpvSRt/TnAKgfWEupGc=': 0.4, 'bPzc+fIc1gzC68JLcK9LkqSJX2Y=': 0.4}"
DC The 156,https://thegoodride.com/snowboard-reviews/dc-the-156-2019-snowboard-review,Liked it!,All Mountain Freestyle,Advanced - Expert,8-10,Austria by The Mothership,True Twin,Traditional Camber,Centered,Feels Light,Poor,Great,Great,Good,Good,Great,Great,Good,Good,['2019'],mens,cu8psiUP/+hZ2Gl0RbcfFllAKJI=,"{'cu8psiUP/+hZ2Gl0RbcfFllAKJI=': 0.0, 'fhc1MhXS4iKtmJeuvMwhRIeowy8=': 0.0, '33sNjGKEAN/rqxr9uU1zBaNNkWA=': 0.3157894736842105, 'LHvwYwK92Xu0IS670kZSpTsnGy0=': 0.3157894736842105, 'FTM5HpMf+PfUxjNoMOBMXih9wf8=': 0.3157894736842105, 'uZgNTvvTJXKySwqKULJsFjpLEKk=': 0.4, 'BrCZuACc4eyZHjJaRGOUZ1TjYv4=': 0.4, 'Wp0XcBAntqDR6YAloQZGUmyPYxE=': 0.47619047619047616, 'loVDio1ZwN6xBVNwA7G3cGVI0wk=': 0.47619047619047616, 'CFQlF5LP2FlfEYmQMBq7Wz3WUP8=': 0.47619047619047616}"
Decathlon All Road 500,https://thegoodride.com/snowboard-reviews/decathlon-all-road-500-2020-snowboard-review,None,Freeride,Advanced - Expert,10-12,None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Good,Good,Good,Average,Good,['2020'],mens,xBq6N9urznEE+USz0rtGTnrbGIA=,"{'xBq6N9urznEE+USz0rtGTnrbGIA=': 0.0, 'v7MzO/yCZENPkaRLY1ckR+SoHZw=': 0.11764705882352941, 'M+qx4fWPTwZn2wcfQAIRGO1kgsA=': 0.3157894736842105, 'mPuSEoCmVTWHp2tWb2uIB/epda0=': 0.4, 'IJj11kRxvbOUoykPJqS2IBzrcqM=': 0.4, 'hu61q8XTo6OmvTxWdXera3uN/Iw=': 0.4, 'j/eVAzBGKo/mMpJ4tPTM21Etw2c=': 0.4, 'X1r7d+qyoLml5icR2XnWxAVue7g=': 0.4, 'a4gi+jxLxJBd005S1UNbEFlN3+o=': 0.4, 'QRweWvsgTzZxseotCCtb0VxvNVw=': 0.4}"
Decathlon Bullwhip 300 Evo,https://thegoodride.com/snowboard-reviews/decathlon-bullwhip-300-evo-2020-snowboard-review,None,None,Advanced - Expert,"< 8, 8-10",None,Directional Twin,Traditional Camber,Centered,Feels Normal,Poor,Good,Good,Average,Average,Great,Good,Average,Good,['2020'],mens,rNLuR1DlDywRItFsH5u+VfNrHXQ=,"{'rNLuR1DlDywRItFsH5u+VfNrHXQ=': 0.0, 'C/Epov/2U7hWKhhrdla5nq9sga8=': 0.4, 'Wp0XcBAntqDR6YAloQZGUmyPYxE=': 0.47619047619047616, 'MT4CrPUXv/7jqrVbHOEkUz/Z730=': 0.47619047619047616, 'LHvwYwK92Xu0IS670kZSpTsnGy0=': 0.5454545454545454, 'M66mNaXWfUteWrRK+R7/ller6nU=': 0.5454545454545454, 'Nq7CssPsjNqSOtqwLxlY5768gW0=': 0.5454545454545454, 'Td4mfJpK7uPjFx+395DLsT2rFDQ=': 0.5454545454545454, 'wwXpIuiN1tgnuE+mwlEUD0NlYaA=': 0.5454545454545454, 'T9ncv3gSEGfjgt3BIVRIgB6SzN4=': 0.5454545454545454}"
Decathlon Bullwhip 700,https://thegoodride.com/snowboard-reviews/decathlon-bullwhip-700-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Good,Good,Good,Poor,Good,[],mens,v7MzO/yCZENPkaRLY1ckR+SoHZw=,"{'v7MzO/yCZENPkaRLY1ckR+SoHZw=': 0.0, 'xBq6N9urznEE+USz0rtGTnrbGIA=': 0.11764705882352941, 'M+qx4fWPTwZn2wcfQAIRGO1kgsA=': 0.4, 'TReHh8CPHL+w9gJEnqe1WCmmUE0=': 0.4, '3LJ7OXBDCCv1Lm73J2LPOA+0RH0=': 0.4, '0CZmw0JTTg6S1Lx/HoMyAmdr5lQ=': 0.4, '4HNqSmvcGxOw7VHNFZYV4vf883I=': 0.4, 'O7ly/FCB5ehFGbNefwPJ0i9koEo=': 0.47619047619047616, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.47619047619047616, 'mPuSEoCmVTWHp2tWb2uIB/epda0=': 0.47619047619047616}"
Decathlon Endzone 500,https://thegoodride.com/snowboard-reviews/decathlon-endzone-500-snowboard-review,None,Freestyle,Beginner - Expert,8-10,None,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Average,Good,Great,Good,Great,Good,[],mens,hENLDlugfX680aMndCTcOI9FMLo=,"{'hENLDlugfX680aMndCTcOI9FMLo=': 0.0, 'AODzaWIxNnNzm08nkBX8WkY1aSQ=': 0.11764705882352941, 'WdfFXZW/dvMLdhtMZs3ihVDCRHI=': 0.2222222222222222, 'j6DkbuYnWDwEwDwQ2BeMHg2J4jw=': 0.2222222222222222, 'd7Ns9BfzvsKaRA27wvay47wzQHU=': 0.3157894736842105, 'd9GzgOAzChkCBuOuZFHxHrHN77U=': 0.3157894736842105, 'M+4V+qiTazoV2dT73dcjUdM9RIU=': 0.3157894736842105, 'iXQVgtzgYwua4DOoWcVodZmquqY=': 0.3157894736842105, 'tR2hGUScuddcUqCseJPrT4monbo=': 0.3157894736842105, 'Nq7CssPsjNqSOtqwLxlY5768gW0=': 0.4}"
Decathlon Endzone Park&Ride,https://thegoodride.com/snowboard-reviews/decathlon-endzone-park&ride-2020-snowboard-review,None,All Mountain,Intermediate - Expert,8-10,None,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Good,Good,Good,Great,Good,Average,Average,['2020'],mens,0gcpV5tMUxTkBmflkt1fMe7XHto=,"{'0gcpV5tMUxTkBmflkt1fMe7XHto=': 0.0, 'I3sXCBPIZVbAglGAoc+h8LnuYnU=': 0.2222222222222222, 'ehMM5rj2yTEZ+1XHZCprE7/RYVc=': 0.3157894736842105, '5RKwwRd/xCk2D2sz0BnyiwNXF3M=': 0.3157894736842105, 'PXjHEgWfR5thyZ5nkD0v9beGf7g=': 0.3157894736842105, 'HNBrSGHI8ZXvwWJrtfqizuA4ko0=': 0.4, 'GjwGvtwtV7WDbtT0vzuew9PyNEs=': 0.4, 'sgmMONa/eoanpq/v06XHmP7rUa4=': 0.4, 'zC2+tj0Wr2wq2ALKEAMQ4xCv8UM=': 0.4, 'jpzWjT5q+RcT3B0k5+ixjWqrBSg=': 0.47619047619047616}"
Dinosaurs Will Die Kwon,https://thegoodride.com/snowboard-reviews/dinosaurs-will-die-kwon-2017-2015-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,8-10,Austria,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Great,Good,Great,"['2017', '2015']",mens,XnRiixQ6aEAW6yWBy/ZzC/7hjQI=,"{'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.0, '5fJ8dsqEZsXLLIEMfyjSngx1xNk=': 0.11764705882352941, 'sn7GRfATzHJXws7Iw5/Z2ScVbFU=': 0.11764705882352941, 'Cy/4or441HikhFVH+6n/7095nxE=': 0.2222222222222222, 'JJWw+G295Jx+2jl6io2TKC1l0kQ=': 0.2222222222222222, 'ABln8DhZ3EE+Guu8ogb64OZKaCE=': 0.2222222222222222, 'bcvCE9o4dNZAxa1iZaLQ/Y+nn2Q=': 0.2777777777777778, 'CcE2NzaoovzTQMp7AoZiLpTqi2A=': 0.3157894736842105, 'gTD2nkW7hFGijDQGpdUXVlm4bCA=': 0.3157894736842105, 'atoyJLdhGqK0UBZiXEZUye7FDKw=': 0.3157894736842105}"
Dinosaurs Will Die Rat,https://thegoodride.com/snowboard-reviews/dinosaurs-will-die-rat-2015-2019-snowboard-review,Liked it!,Jib / Street,Beginner - Expert,8-10,Austria,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Average,Great,Great,Good,Excellent,Average,"['2015', '2019']",mens,eMXV8eUwRif+G7uROIc1hj0FonE=,"{'eMXV8eUwRif+G7uROIc1hj0FonE=': 0.0, 'n9qA0VUGS7UpcZo1iqJ25sTi0IE=': 0.2222222222222222, 'd7Ns9BfzvsKaRA27wvay47wzQHU=': 0.3157894736842105, 'fpqy6y2wKLvApRXmfHLXNX5NjYY=': 0.3157894736842105, 'LtRV2JvQV05gddMX6P5ROyov3N8=': 0.3157894736842105, 'LzZkNqVEKkml85obPf0aGRzR7E0=': 0.4, 'hENLDlugfX680aMndCTcOI9FMLo=': 0.4, 'M+4V+qiTazoV2dT73dcjUdM9RIU=': 0.4, 'AODzaWIxNnNzm08nkBX8WkY1aSQ=': 0.4, 'tR2hGUScuddcUqCseJPrT4monbo=': 0.4}"
Dinosaurs Will Die Wizard Stick,https://thegoodride.com/snowboard-reviews/dinosaurs-will-die-wizard-stick-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,8-10,Austria,Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Good,Good,[],mens,SKbpzdQata6qen2uMtsF/h0Jza4=,"{'SKbpzdQata6qen2uMtsF/h0Jza4=': 0.0, 'dmyWRxJTYaTXeZXrA43GHH3COEE=': 0.2222222222222222, 'eRpl8gHjVdBBG4RwBi48VtaI3xI=': 0.2222222222222222, '7nECpTy2z7sAURt3Qm6rhe/N3cE=': 0.3157894736842105, 'I3sXCBPIZVbAglGAoc+h8LnuYnU=': 0.3157894736842105, 'ehMM5rj2yTEZ+1XHZCprE7/RYVc=': 0.3157894736842105, 'zC2+tj0Wr2wq2ALKEAMQ4xCv8UM=': 0.3157894736842105, 'HNBrSGHI8ZXvwWJrtfqizuA4ko0=': 0.4, 'rnAklWsA9vaWVCkwKn5F/mCTGWc=': 0.4, 'T/544HH3tHG2hW/GiAaSbbzSFAk=': 0.4}"
Elevated Surf Craft Goldfish,https://thegoodride.com/snowboard-reviews/elevated-surf-craft-goldfish-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Poor,Average,Poor,Good,['2020'],mens,UQzAK+do7r9Djw0m86HHacw3uac=,"{'UQzAK+do7r9Djw0m86HHacw3uac=': 0.0, 'xL11aupvmEPi3nEOlyyjoNyBmCo=': 0.11764705882352941, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.2222222222222222, 'GA/r9MzGFS1QwsXvWrg1bb/rBr8=': 0.2222222222222222, 'MlROghUy+a+MXuPrmqNqOnDw3c4=': 0.2222222222222222, '3/WHx27LImrvqrTFc3abn+55PB8=': 0.2222222222222222, 'pXa61r25UbhVOcagNeswbUS2FIs=': 0.2222222222222222, '4IMRB49/t0dEG1HnW721qRUQ2pM=': 0.2222222222222222, 'TAyW3zstxuxEQwSwqUH7ne4JLGI=': 0.3157894736842105, 'xrRbV3VRAOSdOAEYUTkghaXR6o4=': 0.3157894736842105}"
Elevated Surf Craft Redtail Hawk,https://thegoodride.com/snowboard-reviews/elevated-surf-craft-redtail-hawk-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Poor,Average,Poor,Average,['2020'],mens,GA/r9MzGFS1QwsXvWrg1bb/rBr8=,"{'GA/r9MzGFS1QwsXvWrg1bb/rBr8=': 0.0, 'UQzAK+do7r9Djw0m86HHacw3uac=': 0.2222222222222222, '3/WHx27LImrvqrTFc3abn+55PB8=': 0.2222222222222222, 'pXa61r25UbhVOcagNeswbUS2FIs=': 0.2222222222222222, '4IMRB49/t0dEG1HnW721qRUQ2pM=': 0.2222222222222222, 'TAyW3zstxuxEQwSwqUH7ne4JLGI=': 0.3157894736842105, 'ZACVjCBNwkhtryb5RieUiGVrmYs=': 0.3157894736842105, 'rXe40yyjY/tzmN3Z+580OqA8Nbk=': 0.3157894736842105, 'lIttRA3r99W6bauqoD8AzxF5NY0=': 0.3157894736842105, '+o7hxqAh4MGAAEj/020+dY+E5Lo=': 0.3157894736842105}"
